game_id,format,player_id,player_rating,opening_name,book_moves,turns,result,rating_difference
NrrjmNJ2,Rapid,edjord24,1650,Sicilian Defense: Classical Variation,10,86,Won,29
KkSRbUPQ,Rapid,adatene,1611,Sicilian Defense #2,6,100,Won,9
nG0H6mnr,Rapid,adatene,1603,Sicilian Defense: Old Sicilian,4,56,Won,75
10n7m2Yb,Rapid,adatene,1615,Sicilian Defense: Staunton-Cochrane Variation,3,23,Lost,56
L75z6rNu,Rapid,bayaw,1612,Zukertort Opening: Queenside Fianchetto Variation,2,36,Won,-14
1KRUjwfk,Rapid,zsocesz,1630,Russian Game: Three Knights Game,5,92,Won,-7
HOBJLqgZ,Rapid,adatene,1645,Queen's Pawn Game,2,51,Lost,-93
lwiI674Z,Rapid,xaplu,1436,Owen Defense,2,61,Lost,-204
XJEo8eAc,Rapid,adatene,1647,Sicilian Defense #2,6,65,Lost,-108
ccBqPTck,Rapid,adatene,1653,Queen's Pawn Game,2,33,Won,288
ZytLJjpW,Rapid,adatene,1664,Sicilian Defense: Closed Variation,3,71,Lost,19
Qp6HUC6i,Rapid,racingcbav,1684,Scotch Game,5,49,Lost,31
sIub43Gy,Rapid,semis,1638,Scotch Game,7,50,Won,-3
YZ8SFytU,Rapid,alex_anaua,1738,Sicilian Defense: Najdorf Variation,10,24,Lost,117
tOqNU3JX,Rapid,adatene,1632,Hungarian Opening,1,57,Lost,12
p7wXmHUk,Rapid,arno75paris,1566,Philidor Defense #3,5,23,Lost,-57
3R0FTYSJ,Rapid,kerilka,1619,Scotch Game,5,66,Won,-15
ue19ST3i,Rapid,adatene,1644,Queen's Pawn Game: Zukertort Variation,3,93,Lost,4
h4pZriXb,Rapid,adatene,1657,Blackmar-Diemer Gambit: Ryder Gambit,9,83,Lost,76
GtLnX9jb,Rapid,elgranmaestro,2006,French Defense: Exchange Variation,5,62,Won,100
j0WcJgBq,Rapid,easydoor,1915,Ruy Lopez: Bird Variation,6,53,Lost,-16
yoCbKa3Y,Rapid,elgranmaestro,1797,Queen's Gambit Refused: Albin Countergambit,4,37,Won,-130
r63ZoagW,Classical,elgranmaestro,1640,French Defense: Advance Variation |  Milner-Barry Gambit,11,32,Won,-77
d3gvEdGa,Classical,pickard,1403,Four Knights Game: Double Spanish,8,67,Lost,-97
Kb9bTRct,Blitz,hannibal66,1672,Indian Game: East Indian Defense,4,76,Won,-83
Dz7254on,Blitz,hannibal66,1694,Sicilian Defense: French Variation,4,37,Lost,33
4FBIVMEA,Rapid,tarnanas,1565,King's Gambit Accepted |  Schallopp Defense,6,39,Lost,-114
UQRN2glr,Rapid,hannibal66,1671,Indian Game: West Indian Defense,4,49,Won,296
hIGBtGza,Blitz,hannibal66,1654,Sicilian Defense: Old Sicilian,4,60,Won,115
vr3SGf5i,Blitz,hannibal66,1629,Hungarian Opening: Indian Defense,2,18,Won,0
DWLsTLBc,Blitz,hannibal66,1592,Indian Game: West Indian Defense,4,104,Won,-130
OWg3iF92,Blitz,skchess,1714,King's Gambit Accepted |  Cunningham Defense,6,30,Won,102
b61ShR4F,Blitz,hannibal66,1635,Sicilian Defense: Kan Variation |  Knight Variation,9,51,Lost,-70
F91V7uJN,Blitz,hannibal66,1633,King's Indian Defense: Normal Variation |  King's Knight Variation,5,110,Draw,-20
WEUdGqDa,Blitz,hannibal66,1673,Italian Game: Two Knights Defense |  Polerio Defense,10,59,Lost,52
QxS42tyQ,Rapid,asianindahouse,1479,King's Knight Opening: Normal Variation,4,99,Draw,-35
UjzdHRbB,Rapid,hosein_rabiee_g,1504,French Defense: Steinitz Attack,3,82,Won,15
hNChZLFr,Rapid,stivbators,1432,Philidor Defense #4,6,99,Lost,-48
3CqEsKVE,Rapid,bastian2009,1540,French Defense: Advance Variation |  Nimzowitsch System,7,56,Won,51
90b8B1iO,Rapid,asianindahouse,1488,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11,124,Draw,-22
XcQSU4P9,Rapid,asianindahouse,1474,Queen's Gambit Refused: Marshall Defense,4,30,Won,-119
x1Tienfp,Rapid,chimeravirus,1470,Sicilian Defense: Old Sicilian,4,72,Won,-15
AcxkGszL,Rapid,ellidafearless12345,1625,Caro-Kann Defense: Advance Variation |  Short Variation,7,49,Lost,155
KX0uEWJ3,Rapid,streetbishop,1560,Russian Game: Cozio (Lasker) Attack,9,50,Won,82
lbhBZjdk,Rapid,eugenebig,1425,Nimzowitsch Defense: Williams Variation,4,54,Won,-66
z3489XFw,Rapid,asianindahouse,1484,Ruy Lopez: Berlin Defense #2,6,30,Won,143
2TFlm6GA,Rapid,asianindahouse,1493,Trompowsky Attack,3,87,Lost,-54
XuQ6l7eu,Rapid,atanuk,1508,Italian Game,5,47,Lost,26
KdNS5igI,Rapid,tarbainternationnal,1450,Sicilian Defense: French Variation,4,61,Lost,-22
XE0B1exE,Rapid,asianindahouse,1484,Four Knights Game: Spanish Variation,7,57,Lost,46
7GfUZrwo,Rapid,tarbainternationnal,1426,Philidor Defense: Exchange Variation #3,6,40,Won,-71
xtdvNSoe,Rapid,asianindahouse,1507,Zukertort Opening: Ross Gambit,2,23,Lost,-20
akJMiDuY,Rapid,sinneba,1516,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9,16,Won,-2
jsSuL4AK,Rapid,avb123,1518,Russian Game: Three Knights Game,5,58,Won,-11
VQYAN5Gg,Rapid,asianindahouse,1519,Ruy Lopez: Berlin Defense #2,6,56,Won,20
V3saHjrm,Rapid,gilgamesch111,1509,Philidor Defense #2,4,23,Lost,1
IsCMIlDI,Rapid,theamazingsword,1173,English Opening: Symmetrical Variation,2,27,Lost,-343
FEAAfDjm,Rapid,theamazingsword,1194,Duras Gambit,2,13,Lost,-356
Li5JezeR,Rapid,theamazingsword,1235,Pirc Defense #4,2,105,Lost,-246
6IXvqxAX,Rapid,unlz,1475,Bird Opening,1,10,Won,172
J8N5Fzn1,Blitz,halo-halo,1701,Modern Defense,2,58,Won,356
cjxoNzmr,Rapid,theamazingsword,1500,Queen's Pawn,2,27,Lost,0
SlMReQBq,Blitz,dpoty,1608,Caro-Kann Defense: Massachusetts Defense,4,57,Lost,-110
BKMLK9ql,Rapid,ebram,1511,Mieses Opening: Reversed Rat,2,100,Won,-97
uucvcf0w,Blitz,dpoty,1591,Benoni Defense: Benoni Gambit |  Schlenker Defense,4,73,Won,-102
zXetrBr9,Blitz,ebram,1520,Nimzo-Larsen Attack: Modern Variation #4,5,53,Lost,-60
evVDZVmq,Blitz,dpoty,1568,St. George Defense,2,64,Won,38
SXZAsO6r,Blitz,dpoty,1584,Duras Gambit,2,119,Lost,104
zCWBY9Dv,Blitz,dpoty,1569,St. George Defense: Zilbermints Gambit,4,38,Won,38
dKGq55SS,Blitz,dpoty,1554,Mieses Opening,1,106,Won,-17
6lJnVMmg,Blitz,jrui,1427,Queen's Pawn Game,2,31,Lost,-117
Kdd0MnHr,Blitz,dpoty,1534,King's Pawn Game: Damiano Defense,4,54,Won,100
Me9VtBdH,Blitz,dpoty,1519,Sicilian Defense: Double-Dutch Gambit,6,30,Won,2
UjIGEvQ4,Blitz,dpoty,1504,Caro-Kann Defense,4,28,Won,-45
CXV0M8Rj,Blitz,dpoty,1479,Pirc Defense #4,2,52,Won,-267
zghDtr3B,Classical,dpoty,1456,Bishop's Opening: Khan Gambit,4,32,Won,-184
Y4ufhSVs,Blitz,dpoty,1467,Caro-Kann Defense,2,117,Lost,-93
Jei2FweC,Blitz,dpoty,1445,French Defense: Franco-Hiva Gambit I Accepted,6,44,Won,-144
PuAM0GwH,Blitz,dpoty,1428,Queen's Gambit Accepted,4,58,Won,-17
WgfeDCYW,Blitz,dpoty,1403,Queen's Gambit Refused: Austrian Attack |  Salvio Countergambit,6,34,Won,-218
RJ6zKzhj,Blitz,dpoty,1390,Caro-Kann Defense: Ulysses Gambit,7,60,Won,-17
3CT3DTDO,Blitz,dpoty,1378,King's Pawn Game: Maroczy Defense,4,46,Won,101
hPj7iyMI,Blitz,dpoty,1361,English Defense #2,2,58,Won,-14
3fBpCNuA,Blitz,dpoty,1365,English Opening: Anglo-Scandinavian Defense,2,129,Lost,-325
gLPho3t8,Blitz,dpoty,1387,Queen's Pawn,1,17,Lost,135
q4p3b940,Blitz,dpoty,1401,King's Gambit,3,3,Lost,42
XXYEmj7z,Blitz,dpoty,1420,King's Pawn Game: Leonardis Variation,3,109,Lost,36
zK5KFluZ,Blitz,septagonizate,1210,Bird Opening: Dutch Variation,2,76,Won,-235
gmToa5R0,Blitz,at70,1405,Bird Opening,1,60,Won,-61
z3I3hrfZ,Blitz,chtichessplayer,1646,English Opening: King's English Variation |  Nimzowitsch Variation,3,78,Won,154
dCe6lbAe,Blitz,cesp62,2008,Bird Opening,1,98,Won,521
QFtrCL0r,Blitz,bogdan2006,1569,Rat Defense: Harmonist,3,62,Won,66
r3XYsW8V,Blitz,slava010976,1363,Bird Opening: Dutch Variation,2,96,Draw,-148
JxEDfmXp,Blitz,mark1217,1315,Bird Opening,1,39,Lost,-184
9I4A3mNA,Blitz,fjsr,1389,King's Knight Opening: Normal Variation,4,73,Lost,-91
NarEAPFD,Blitz,dpoty,1459,Ruy Lopez: Berlin Defense #2,6,49,Won,62
xwe24qzw,Blitz,fjsr,1383,Three Knights Opening,5,152,Won,-108
31H4nPmU,Blitz,exodus317,1312,French Defense: Steiner Variation,3,43,Lost,-162
5IV28PNB,Blitz,scabbard,2047,Queen's Pawn Game,2,52,Won,570
u8QXbQAE,Blitz,katumbayona,1709,French Defense: Steiner Variation,3,40,Won,219
481yE95w,Blitz,carma930830,1413,Bird Opening: Dutch Variation,2,63,Lost,-49
iA3o2tRj,Blitz,dildo_faggins,1500,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6,21,Lost,65
WE7Koeln,Blitz,ellelawliet,1357,Bird Opening: Dutch Variation,2,59,Lost,-47
fuGYeJHY,Blitz,dpoty,1409,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8,46,Draw,54
ZRwaZmgO,Blitz,chessgpi,1491,Bird Opening: Dutch Variation,2,40,Won,47
UDRVlwfc,Blitz,dpoty,1430,Queen's Pawn Game #2,3,50,Won,326
PQKEjCvk,Blitz,tonypons,1807,Bird Opening: Dutch Variation,2,108,Won,366
dGmgbEfj,Blitz,dpoty,1343,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6,80,Won,-372
sKHNjuvw,Classical,nitin123,1174,English Opening: King's English Variation,2,51,Lost,-570
T0Naxo24,Classical,daveyjones01,1510,King's Pawn Game,2,42,Won,333
gjymvZn3,Classical,nitin123,1182,King's Knight Opening,3,131,Lost,-241
JiSFx1DV,Classical,jshholland,1542,Caro-Kann Defense,2,86,Won,357
dZsvIkKo,Classical,nitin123,1190,Queen's Gambit Accepted,4,47,Lost,-231
VZJSVm93,Classical,nitin123,1195,Scandinavian Defense: Mieses-Kotroc Variation,4,59,Lost,-255
UxsGxw4G,Rapid,nitin123,1204,Scandinavian Defense,2,159,Lost,-97
T4MtDOZ4,Blitz,polxxxx,1354,Queen's Pawn Game: Zukertort Variation,3,62,Won,143
1rgrAOyK,Rapid,mahfi,1812,Clemenz Opening,1,14,Won,584
RhLRiClg,Blitz,golal,1210,Nimzo-Larsen Attack,1,11,Draw,-290
iNE1lale,Rapid,v_clava38,1764,King's Pawn Game: Wayward Queen Attack,3,60,Won,206
mZyKbejU,Rapid,sysodaff,1630,Horwitz Defense,2,69,Lost,-59
8q00h3Zs,Classical,sysodaff,1740,Scandinavian Defense: Mieses-Kotroc Variation,4,11,Lost,-12
OceNb5kB,Rapid,babichecrb,1594,Scandinavian Defense,2,41,Lost,94
trOtBGm9,Classical,kurlmercury,1584,Queen's Pawn Game: Chigorin Variation,4,60,Won,161
fmR041ga,Classical,ninjoe,1500,Lemming Defense,2,11,Lost,-264
WCto4iuw,Rapid,mahmoud_safyan,1649,King's Knight Opening: Normal Variation,4,65,Lost,204
ET9OGBAy,Classical,mahmoud_safyan,1649,Bishop's Opening,3,25,Lost,204
74I5VB7k,Classical,mahmoud_safyan,1649,King's Pawn Game: Tortoise Opening,3,141,Lost,204
qnmkN1B0,Classical,mahmoud_safyan,1649,King's Pawn Game: Tortoise Opening,3,93,Lost,204
JOpUzUdE,Classical,ahmedgomez,1445,Caro-Kann Defense,2,52,Won,-204
5VyBXbbj,Classical,ahmedgomez,1445,Scotch Game,7,27,Lost,-204
ZkrEEMsY,Classical,ahmedgomez,1445,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,121,Won,-204
dfhuzAaA,Classical,ahmedgomez,1445,Danish Gambit Accepted |  Copenhagen Defense,10,91,Lost,-204
7yXtPQr1,Classical,mahmoud_safyan,1649,Giuoco Piano,6,105,Won,204
PB5lRCU6,Classical,ahmedgomez,1445,King's Knight Opening: Normal Variation,4,60,Won,-204
z4OH5yBf,Classical,mahmoud_safyan,1649,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,80,Won,199
bzSwCLW2,Classical,mahmoud_safyan,1649,Center Game: Berger Variation,8,128,Won,-53
V7WLWOdo,Blitz,pouriya72,1330,King's Pawn Game: Maroczy Defense,4,89,Lost,-319
3MLx65NK,Rapid,mahmoud_safyan,1649,King's Pawn Game: Beyer Gambit,4,33,Lost,22
keVocdkQ,Classical,ahmedgomez,1447,Modern Defense,2,95,Lost,-202
IdK61ztj,Blitz,mahmoud_safyan,1649,Bishop's Opening: Berlin Defense,4,42,Won,-69
pGopU50l,Rapid,angelo701,1608,Slav Defense: Modern Line,5,29,Won,-41
NT7q676s,Rapid,kop68,1888,King's Indian Defense: Normal Variation |  King's Knight Variation,5,43,Lost,239
rDf7QFqe,Rapid,mahmoud_safyan,1629,Italian Game: Giuoco Pianissimo |  Normal,8,26,Won,-272
np8N2iNw,Rapid,mahmoud_safyan,1611,Ruy Lopez: Morphy Defense |  Anderssen Variation,9,60,Won,-188
90U1suS3,Blitz,erickmanuelh,1750,English Opening: King's English Variation |  Reversed Closed Sicilian,4,33,Lost,156
jmGRxiSC,Blitz,mahmoud_safyan,1577,Sicilian Defense: Open,8,46,Won,-188
2dchJk4o,Classical,mahmoud_safyan,1569,Ruy Lopez: Exchange Variation,7,42,Won,114
IL6oV7DA,Classical,malek28,1427,Queen's Pawn Game: Chigorin Variation,4,31,Lost,-122
IBvM8sD5,Classical,ahmedgomez,1437,Center Game #2,3,86,Won,-127
sUZVC1A5,Classical,mahmoud_safyan,1568,Three Knights Opening,5,80,Draw,136
m3PrB681,Classical,ahmedgomez,1440,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,31,Lost,-120
IqaLBVRm,Classical,mahmoud_safyan,1551,Four Knights Game: Italian Variation,7,48,Won,102
dB8NJj6W,Classical,nasu,1596,Danish Gambit,5,129,Won,36
DmFreRj6,Classical,ahmedgomez,1469,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,67,Lost,-73
O3JrQkFE,Blitz,mahmoud_safyan,1526,Nimzo-Larsen Attack: Modern Variation #3,4,114,Won,-129
ZxGyw2pn,Rapid,ilchenko,1579,Center Game: Lanc-Arnold Gambit |  Schippler Gambit,9,66,Won,44
qbXm6cxG,Classical,ak6664,1345,Bird Opening,1,2,Won,-325
W4vsJvbx,Classical,a55s72,1500,Van't Kruijs Opening,1,182,Won,0
6yjjzId3,Rapid,umutarda_m,1553,Scotch Game: Classical Variation,8,68,Won,15
fD8VMA2g,Rapid,snupi,1517,Scotch Game,5,49,Lost,-11
JKkNREUW,Rapid,mehmetali_t,1518,King's Pawn Game: Leonardis Variation,3,58,Won,45
s7aFza1O,Rapid,mehmetali_t,1509,Giuoco Piano,6,24,Won,38
9dTUGknK,Rapid,anoona,1603,Philidor Defense: Exchange Variation,8,74,Won,85
HmmpZqKg,Rapid,mehmetali_t,1523,Ruy Lopez: Exchange Variation,7,99,Lost,-223
6Zw2vsLa,Rapid,csiga13,1597,Scotch Game,7,86,Won,65
5eHe0BrQ,Rapid,mehmetali_t,1532,King's Pawn Game: Wayward Queen Attack,3,89,Lost,173
jCsNuxY4,Rapid,shuthdar,1409,Scotch Game,5,50,Won,-148
gPYIuslN,Rapid,viiiiiiooooonz,1439,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5,39,Lost,-110
UXAzyMAQ,Classical,mehmetali_t,1556,Scotch Game: Schmidt Variation,8,47,Lost,-133
j1GiolnH,Classical,mehmetali_t,1567,Scotch Game: Schmidt Variation,8,71,Lost,-10
qnhXn8XO,Blitz,canarion47,1924,Sicilian Defense: Paulsen Variation |  Szen Variation,9,133,Lost,281
1qVNTz5L,Rapid,doevert,1573,Ruy Lopez: Morphy Defense,9,34,Lost,-23
U9rISFOP,Rapid,andr3a,1627,King's Indian Defense: Normal Variation,7,39,Lost,105
7do8m0wz,Classical,thiagobezerra,1434,Rat Defense: Small Center Defense,4,39,Lost,-27
hpKLDrAB,Classical,arunava10,1519,Owen Defense,2,80,Won,19
6qMX1ohP,Rapid,arunava10,1612,Owen Defense,2,23,Lost,-86
ETJEWRgn,Classical,cabrito,1327,Bird Opening,1,39,Lost,-173
PBMCfE2c,Blitz,karsh,1288,Ruy Lopez: Classical Variation,6,110,Won,-212
YFiQl73O,Rapid,karsh,1302,Giuoco Piano,6,67,Lost,-31
vNkM2a7X,Rapid,karsh,1318,King's Knight Opening: Normal Variation,4,84,Lost,-17
T1ByG02M,Rapid,kasrah,1324,Scotch Game,5,34,Won,-12
E0jM5PJK,Rapid,floridabooom,1141,Scotch Game,5,67,Lost,-185
GtaYRXbm,Rapid,karsh,1318,English Opening: King's English Variation,2,64,Won,266
JFoFVEub,Rapid,athrye,1101,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,27,Lost,-208
kY0NwqMa,Rapid,karsh,1297,Ruy Lopez: Classical Variation,6,28,Won,136
5P2mlvlV,Rapid,gritodeguerra,2027,Scandinavian Defense: Modern Variation #2,4,39,Won,730
SYk4nBQr,Rapid,karsh,1313,Englund Gambit Declined |  Reversed French,3,131,Lost,-52
kmGMVu2H,Rapid,hefeweizen,1295,Petrov: Modern Attack,6,31,Lost,4
E109AYg6,Rapid,karsh,1298,King's Pawn Game: Leonardis Variation,3,27,Lost,-283
fh9mVD7Q,Rapid,karsh,1265,Four Knights Game: Italian Variation,8,34,Won,-169
ChqE9t19,Rapid,karsh,1284,Ruy Lopez: Bird Variation,6,43,Lost,-40
ZQG7q460,Rapid,briseidalinnankivi,1360,Italian Game,5,13,Lost,108
D0IR1Tkc,Rapid,karsh,1272,Three Knights Opening,5,62,Lost,-61
8EYPAUoe,Rapid,briseidalinnankivi,1376,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9,55,Lost,141
V4dQrr1D,Rapid,karsh,1269,Vienna Game: Max Lange Defense,4,99,Lost,78
bFIZNE44,Rapid,unruckyluke,1200,Russian Game: Urusov Gambit,5,44,Lost,-41
7szGCmj2,Rapid,karsh,1224,Vienna Game,3,112,Won,198
m61TlfwY,Rapid,karsh,1204,King's Pawn Game: Macleod Attack,3,46,Won,175
NIpJZ2u5,Rapid,dearj,1050,King's Pawn Game: Gunderam Gambit,4,21,Lost,-129
pNDRytNK,Rapid,karsh,1146,Three Knights Opening,5,62,Won,69
zXBA0Wzk,Rapid,karsh,1115,Horwitz Defense,2,32,Won,133
I7yjXmU5,Rapid,karsh,1072,King's Pawn Game: Wayward Queen Attack,3,54,Won,67
3h05ADUh,Rapid,ravoshm,1015,King's Pawn Game: Busch-Gass Gambit,4,93,Lost,4
U3bLEkKT,Rapid,karsh,916,King's Pawn Game: Wayward Queen Attack,3,56,Won,-110
gTcYV4qg,Rapid,ravoshm,1017,Horwitz Defense,2,52,Won,25
qa3iESNk,Rapid,killer1045,1222,Queen's Pawn Game #2,3,109,Lost,-261
COzIyGeD,Rapid,ferdidurke,1566,English Defense #2,2,55,Lost,-7
BqsbfUpt,Rapid,manni24,1567,French Defense: Advance Variation |  Paulsen Attack,9,37,Lost,6
3mRl37kj,Rapid,gamingprof,1550,Italian Game: Evans Gambit Declined,8,46,Won,17
qe8R9dnY,Rapid,tatanov,1545,King's Gambit Declined |  Norwalde Variation,4,35,Lost,7
fr3tsO2l,Rapid,gamingprof,1531,Sicilian Defense,2,34,Won,146
RDEhRYEf,Rapid,usuarioconnombre,2203,Slav Defense: Exchange Variation |  Symmetrical Line,12,41,Lost,695
1zfyE6gu,Rapid,aloni90,1780,Italian Game: Classical Variation #2,7,51,Lost,282
88wbCaFC,Blitz,gamingprof,1507,Scotch Game: Classical Variation,8,65,Lost,-63
ocKoDVLi,Blitz,gamingprof,1518,Four Knights Game: Spanish Variation,7,61,Lost,-29
5ZCYSVAc,Blitz,pawnsoffury2,1611,Sicilian Defense: Dragon Variation |  Classical Variation #2,11,72,Won,84
5Cm0iONs,Blitz,gamingprof,1521,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4,24,Won,177
fLyWyyEx,Blitz,csekebeni,1350,King's Knight Opening,3,113,Lost,-164
1bcGJ0VC,Blitz,winnirossi,1717,Three Knights Opening,5,28,Won,197
eYEfVMR5,Blitz,gamingprof,1531,Italian Game,5,33,Lost,-7
jHBGmJEu,Blitz,conan66,1557,King's Pawn Game: Busch-Gass Gambit,4,58,Won,15
P9ZqTRkq,Blitz,gamingprof,1532,King's Pawn Game: Leonardis Variation,3,88,Won,78
b1Z5y5jh,Blitz,gamingprof,1515,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,82,Won,-139
rWtgXur3,Blitz,gamingprof,1504,Four Knights Game: Scotch Variation,7,46,Lost,-33
x3VsmBWq,Rapid,gamingprof,1505,Bishop's Opening: Vienna Hybrid,7,23,Lost,-479
EMNITM89,Rapid,gamingprof,1498,King's Pawn Game: King's Head Opening,5,49,Won,142
FRfqmQ3Y,Rapid,ruva98,1995,Sicilian Defense: Loewenthal Variation,8,56,Won,496
eFAmvfs3,Blitz,the_promise,1447,French Defense: Normal Variation,3,144,Won,-65
wM57KnJG,Blitz,gamingprof,1521,Queen's Gambit Accepted: Saduleto Variation,5,65,Lost,-57
EiAbCtAi,Rapid,gui84,1605,Philidor Defense #2,4,69,Lost,99
ITvWiWWm,Classical,sabrifisher,1849,Sicilian Defense,4,89,Lost,108
uEvWUkQE,Classical,artem2008,1854,Four Knights Game: Scotch Variation Accepted,8,106,Won,123
dyN8RCxT,Classical,draginjapesic,1885,French Defense: Advance Variation |  Milner-Barry Gambit,11,45,Lost,172
Pv6R38bQ,Rapid,mert2006,1821,Four Knights Game: Scotch Variation,7,71,Lost,120
RZCWI4EL,Rapid,arnomass,1412,Ruy Lopez: Schliemann Defense,6,57,Lost,-98
Qw1UFcf2,Rapid,arnomass,1399,King's Gambit Accepted |  MacLeod Defense,6,30,Won,-80
uJqL0VWf,Rapid,ibrahimandretti,1439,Queen's Pawn Game: Anti-Torre,4,36,Won,30
nfl1Wwjm,Rapid,budnii,1159,Queen's Gambit Accepted: Gunsberg Defense,6,18,Won,-267
ih4m0Wa9,Rapid,arnomass,1437,Sicilian Defense: Old Sicilian,4,128,Lost,9
DGfxAaRs,Rapid,profetagentileza,1416,Queen's Gambit Refused: Chigorin Defense |  Modern Gambit,8,54,Won,-33
2Bk0huLQ,Rapid,arnomass,1437,Sicilian Defense: Old Sicilian,4,58,Won,-60
BoUWdwT1,Rapid,arnomass,1445,Sicilian Defense: Old Sicilian,4,113,Lost,-62
Esif8cNQ,Rapid,arnomass,1435,Horwitz Defense,2,90,Won,45
Q8igMpuD,Rapid,yourturnsoon,1294,French Defense: Knight Variation,3,58,Won,-157
RY2ZX22x,Rapid,arnomass,1450,Sicilian Defense,2,45,Lost,-1
OufJLEgH,Rapid,baron_sigma,1485,Queen's Gambit Refused: Chigorin Defense |  Main Line,6,79,Draw,36
r36xEZFr,Rapid,arnomass,1463,Sicilian Defense: Old Sicilian,4,35,Lost,101
8tPm7XyY,Rapid,fatihkksl,1438,Zukertort Opening: Tennison Gambit,3,31,Won,-50
YvLqvP6p,Rapid,arnomass,1497,Sicilian Defense: Open,5,67,Lost,-77
BSiKvojE,Rapid,cheateralert,1565,Scotch Game: Schmidt Variation,8,40,Won,59
L3nqlnqU,Rapid,arnomass,1521,Sicilian Defense: Old Sicilian,4,83,Lost,127
G5xsKKIB,Rapid,salbertosis,1539,Zukertort Opening: Queen's Gambit Invitation,2,48,Won,8
3SRBeGan,Rapid,arnomass,1543,Queen's Gambit Refused: Marshall Defense,4,129,Lost,12
wzArDq8e,Rapid,arnomass,1539,Sicilian Defense,2,20,Won,286
wI91f3Tm,Rapid,arnomass,1546,Sicilian Defense: Closed Variation |  Traditional,4,67,Lost,-127
mUznfEKe,Rapid,alexanderchessu,1677,Queen's Pawn Game: Zukertort Variation,3,46,Won,124
tw1aA68C,Rapid,barnak,1849,Queen's Gambit Declined: Three Knights Variation,7,118,Won,292
Mh4x45AH,Blitz,tony995,1949,Ruy Lopez: Exchange Variation |  Normal Variation,9,114,Won,15
TWUjhfpR,Blitz,icichh,2077,Nimzowitsch Defense: Scandinavian Variation |  Exchange Variation,6,107,Lost,128
DXnBPHr6,Rapid,martemianov,1863,French Defense: Classical Variation |  Alapin Variation,13,38,Lost,-86
VAjI72dM,Rapid,tony995,1949,Four Knights Game: Spanish Variation,7,57,Draw,173
vbRiHsbm,Rapid,pol2013,1845,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7,111,Lost,-104
dBTeBnTL,Rapid,tony995,1949,King's Gambit Accepted |  Cunningham Defense,6,20,Won,104
f9UkUOBY,Rapid,tony995,1949,French Defense: Exchange Variation,5,154,Won,-108
fwVvDm3Z,Rapid,nuhbek,2057,Italian Game: Classical Variation |  Giuoco Pianissimo,9,90,Draw,108
qzgu5zf3,Blitz,tony995,1949,Slav Defense #3,6,80,Won,-84
jyDLOgYe,Blitz,mundo2015,1714,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11,119,Lost,-235
2U8wFa9A,Blitz,tony995,1949,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,184,Won,-327
lPS1U2QB,Rapid,tony995,1949,Scotch Game: Scotch Gambit |  Dubois Reti Defense,8,38,Won,75
AgP567Cl,Rapid,tony995,1817,Italian Game: Two Knights Defense |  Steinitz Variation,17,64,Won,-66
6oZHx9a5,Blitz,tony995,1881,Ruy Lopez: Exchange Variation |  Bronstein Variation,10,113,Draw,174
tVYeiMrD,Blitz,zspirus,1772,Italian Game: Classical Variation |  Giuoco Pianissimo,9,41,Lost,272
k5rXWvwC,Blitz,smartguy101,1067,Center Game #2,3,65,Lost,-325
TL3huq3g,Blitz,smartguy101,1075,Bishop's Opening,3,25,Lost,-267
CAiCuq6n,Rapid,faluba1,1631,Queen's Pawn Game #3,4,56,Won,554
G7trltFy,Rapid,lgonzaguille,1595,Queen's Pawn Game #3,4,150,Draw,538
ONp4KGhI,Rapid,smartguy101,1067,Englund Gambit Declined |  Reversed French,3,9,Lost,-219
h6deqbJa,Rapid,brasi,1822,Indian Game,2,40,Won,754
SfHScrEI,Rapid,smartguy101,1073,Polish Opening: Czech Defense,4,97,Lost,-355
PmK86H6P,Rapid,smartguy101,1037,Englund Gambit Declined |  Reversed Alekhine,3,98,Won,-254
eHTb5Qfh,Rapid,smartguy101,1039,Nimzowitsch Defense,2,43,Lost,-573
bgv3IQF9,Rapid,thevu13,1228,Colle System,6,162,Won,222
wtfZlRGa,Classical,smartguy101,1008,Philidor Defense #2,4,23,Lost,-545
mucCs6SN,Blitz,farmoa11,1301,Queen's Pawn Game: Chigorin Variation,3,132,Won,286
clnqpkWZ,Blitz,smartguy101,1024,Nimzowitsch Defense,2,89,Lost,-273
