game_id,format,player_id,player_rating,opening_name,book_moves,turns,result,rating_difference
yUEBneli,Rapid,sharkey101,1873,Ruy Lopez: Steinitz Defense,6,143,Won,40
9DT6udPi,Rapid,sharkey101,1916,Ruy Lopez: Morphy Defense |  Anderssen Variation,9,32,Lost,74
wvKmOGY3,Rapid,rogalskiy,1854,Sicilian Defense #2,6,39,Lost,-26
aKEBIuvF,Rapid,sharkey101,1839,Ruy Lopez: Steinitz Defense,6,79,Won,20
QM7G4UXp,Rapid,emil70,1795,Sicilian Defense: Delayed Alapin,5,84,Lost,6
QKuH0G5E,Rapid,sharkey101,1717,Sicilian Defense,4,71,Won,-116
UKRWjYQy,Rapid,egorka18,1761,Sicilian Defense #2,6,97,Draw,49
gvV6kkIw,Rapid,kasy87,1770,Sicilian Defense,4,38,Won,-19
PG7Cf6TK,Rapid,sharkey101,1890,Ruy Lopez: Steinitz Defense,6,66,Lost,37
GwaQPmmm,Rapid,ventdunord,1800,Sicilian Defense: Wing Gambit,3,59,Lost,50
seSYwn2d,Rapid,sharkey101,1500,Alekhine Defense: Modern Variation |  Larsen Variation,8,43,Won,-127
2I6CXRvW,Classical,kurtbusch,1416,Petrov's Defense #2,5,63,Won,200
dfbsqcaL,Classical,kurtbusch,1393,Ruy Lopez: Berlin Defense,7,77,Won,56
LYRwB0rx,Rapid,entertainment3ko,1867,Italian Game: Two Knights Defense |  Knight Attack,7,13,Won,468
X8kn88UC,Rapid,kurtbusch,1438,Philidor Defense #2,4,62,Lost,31
FDpY1HDN,Rapid,chyvak,2009,Scotch Game,5,23,Won,568
EGPWrxSA,Rapid,do_it_now,1460,Ruy Lopez: Exchange Variation,7,17,Won,-23
3ExCFQGW,Rapid,kurtbusch,1500,Sicilian Defense: Kan Variation,8,44,Lost,-262
EK9oAjsM,Rapid,yemintun,1937,King's Gambit Accepted |  Schallopp Defense,6,33,Won,430
cuIUyWYL,Rapid,kurtbusch,1508,Sicilian Defense: Najdorf |  Lipnitsky Attack,11,30,Lost,-856
I3qHaFFL,Rapid,jorbas12,1319,Van't Kruijs Opening,1,46,Lost,-161
XaLEM6K6,Rapid,kurtbusch,1486,Ruy Lopez: Morphy Defense,9,42,Lost,-639
zyYqMNVY,Rapid,mermeladadeperlas,1734,Mikenas Defense: Cannstatter Variation,6,90,Lost,332
Kk4naeFI,Rapid,kwondmitrii,1915,Sicilian Defense: Jalalabad Variation,4,65,Won,80
vRXfyBLl,Rapid,behrooz36tehran,1853,Queen's Gambit Declined: Normal Defense,6,76,Lost,258
cmLhlsBK,Rapid,mouthpocketdevourer,2340,Queen's Pawn Game: Anti-Torre,4,69,Won,483
KS7FNfkG,Rapid,fzebral,1798,Giuoco Piano,6,48,Lost,-50
wvExJmBs,Rapid,behrooz36tehran,1850,Nimzo-Indian Defense: Leningrad Variation,7,66,Lost,-342
lalAtqXZ,Rapid,behrooz36tehran,1862,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10,72,Lost,16
xlMLlebD,Rapid,wolf2875,1788,Giuoco Piano,6,62,Lost,-65
jIghrahe,Rapid,behrooz36tehran,1846,Nimzo-Indian Defense: Leningrad Variation,7,69,Won,127
IE1vo4dX,Rapid,jeddeh,1551,Queen's Gambit Accepted: Old Variation,5,70,Lost,-291
aODLTTGV,Rapid,behrooz36tehran,1852,Owen Defense,2,56,Lost,-27
xxNfjMHi,Rapid,mvl9000,1819,Queen's Gambit Accepted: Central Variation |  Rubinstein Defense |  Yefimov Gambit,8,170,Lost,-70
XwXKKRgH,Rapid,behrooz36tehran,1880,King's Indian Defense: Six Pawns Attack,8,111,Won,77
uPzqP2FV,Rapid,nimeni21,1935,Queen's Gambit Accepted: Normal Variation,7,160,Lost,68
tcldEfFZ,Rapid,behrooz36tehran,1879,Dutch Defense: Queen's Knight Variation,5,108,Lost,38
Pzz9Gc9Q,Rapid,teddyhh,2231,Queen's Pawn Game: Zukertort Variation,3,73,Won,349
ewxjkJOT,Rapid,mohammadtayyebi,1850,Queen's Pawn Game,2,66,Lost,-21
tWOp5Xrm,Rapid,behrooz36tehran,1870,Modern Defense,2,77,Won,458
186UEYVk,Rapid,ronniak2,1949,Center Game: Kieseritzky Variation #2,5,59,Won,70
stvJGhal,Rapid,cantaloop,1324,Queen's Gambit Accepted,4,97,Lost,-554
82ivBVh7,Rapid,behrooz36tehran,1889,King's Pawn Game: Leonardis Variation,3,62,Lost,-18
kJwtZMT4,Rapid,rex123,1708,King's Gambit Accepted |  Bishop's Gambit |  Maurian Defense,6,76,Lost,-179
akxVQ1pj,Rapid,anjumskhan,1841,Italian Game: Evans Gambit |  Pierce Defense,12,67,Won,-59
jbcrVMhU,Rapid,oceannnn,1375,Queen's Pawn Game: Zukertort Variation,3,3,Won,43
UabINQ9F,Rapid,brorael357,1318,Robatsch (Modern) Defense,4,77,Won,-77
FC1RzqO0,Rapid,brorael357,1331,Sicilian Defense: Closed Variation |  Chameleon Variation,5,70,Lost,42
NsDNnKKA,Rapid,thearchistratege,1254,Englund Gambit Declined |  Reversed Krebs,4,39,Lost,-68
nAFxszYC,Rapid,brorael357,1309,French Defense: Advance Variation #4,6,63,Won,-27
NUyvOcew,Rapid,ddiaz19,1326,King's Pawn Game: Leonardis Variation,3,47,Won,5
6lJ8uXQ9,Rapid,brorael357,1308,French Defense: Normal Variation,3,29,Won,-31
0DfCvanp,Rapid,nathanpolishop,1285,Horwitz Defense,2,41,Won,-36
KtIBNyPW,Rapid,vazibon,1270,Queen's Pawn Game: Zukertort Variation,3,48,Lost,-52
jmZDoRr6,Rapid,brorael357,1327,French Defense: Advance Variation #4,6,38,Lost,-215
d1YBFVRp,Rapid,brorael357,1328,Italian Game: Giuoco Pianissimo,7,46,Lost,-650
sGS3Ggr9,Rapid,acustic,1550,Scandinavian Defense,2,67,Won,229
EwxVkyW0,Rapid,brorael357,1322,Owen Defense,2,48,Lost,-514
gvGYffbv,Rapid,brorael357,1328,Center Game: Hall Variation,7,12,Lost,-170
kvdSJ1Uv,Rapid,ifonlyicantouchastar,1358,Philidor Defense #3,5,10,Lost,43
hquBhRBh,Rapid,brorael357,1319,Philidor Defense,5,30,Lost,-314
mzbjFWVu,Rapid,brorael357,1330,French Defense: Advance Variation #3,5,48,Lost,-15
0fg2R7L5,Rapid,brorael357,1343,Italian Game: Anti-Fried Liver Defense,6,18,Lost,-26
c0fNR2oA,Rapid,sld1975,1335,Philidor Defense,5,13,Won,-20
FIolUvJT,Rapid,ptiphilou,1140,King's Gambit,3,62,Lost,-209
FFYyj8Er,Rapid,brorael357,1350,Italian Game: Giuoco Pianissimo,7,38,Lost,-588
MbpgeF2I,Rapid,ravago,1360,English Opening: Agincourt Defense #2,4,27,Won,-2
ut61FwwT,Rapid,cuello,1783,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8,49,Won,419
KAnW0Zjf,Rapid,brorael357,1368,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,36,Lost,-267
mOttSkCs,Rapid,brorael357,1370,Scandinavian Defense: Mieses-Kotroc Variation,4,36,Lost,-468
3K5kYPO8,Rapid,serik-astana,1464,Hungarian Opening,1,1,Lost,109
rsgQk480,Rapid,brorael357,1341,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5,49,Won,-83
35KwPzRM,Rapid,pes2016,1819,King's Gambit Accepted |  MacLeod Defense,6,37,Won,474
eKq8d8ce,Rapid,brorael357,1324,King's Knight Opening: Normal Variation,4,95,Won,-471
IBag6UPi,Rapid,brorael357,1318,King's Pawn Game: Damiano Defense,4,17,Won,149
9328ZKby,Rapid,helmawan97,1743,Philidor Defense #3,5,23,Won,423
BhJuKOZS,Rapid,deez2nuts,1329,King's Gambit Accepted |  Polerio Gambit,5,118,Lost,21
CrQ4HxKE,Rapid,brorael357,1317,Scandinavian Defense: Mieses-Kotroc Variation,4,12,Lost,-75
heaDbzar,Rapid,brorael357,1309,Philidor Defense #3,5,41,Won,96
OyDuJ1Cz,Rapid,brorael357,1321,Pirc Defense #4,2,16,Lost,62
XJ9s4FNH,Rapid,brorael357,1336,Scandinavian Defense,2,2,Lost,-180
joGFmaEx,Rapid,drhilal,1375,Elephant Gambit,4,35,Won,29
YI9iirSM,Rapid,levdor,1398,Elephant Gambit,4,9,Won,43
OyQkHBIB,Rapid,brorael357,1346,Bishop's Opening: Berlin Defense,4,81,Won,51
tYjmcbT8,Rapid,gasperlk,1351,Philidor Defense #2,4,55,Won,-6
8c1sF2CM,Classical,sveenemand,1039,King's Pawn Game,2,2,Lost,-122
wX3EQAPu,Classical,sveenemand,1055,Van't Kruijs Opening,1,2,Lost,-225
rVHJzpo8,Rapid,sveenemand,1086,Van't Kruijs Opening,1,8,Lost,-62
LtakuRwC,Rapid,sveenemand,1091,Van't Kruijs Opening,1,62,Lost,-867
3jaOrAPh,Blitz,sharkawy92,1674,Polish Opening,1,5,Won,579
2Oki1TZT,Rapid,alexx1999,1907,Rat Defense: Small Center Defense,4,15,Won,812
Ry7WqOgZ,Rapid,sveenemand,1185,Van't Kruijs Opening,1,26,Lost,14
Z7JqMQzu,Rapid,sveenemand,1193,Van't Kruijs Opening,1,38,Lost,-443
9MpjI8xF,Blitz,sudorous,1733,Old Indian Defense,3,69,Won,534
b5lyUYiv,Classical,sveenemand,1236,Van't Kruijs Opening,1,44,Lost,-137
CFPz3QHX,Blitz,sveenemand,1264,Van't Kruijs Opening,1,64,Lost,-242
de8kkad4,Classical,sneaky_bugger,1765,Nimzo-Larsen Attack,1,2,Won,531
yvqpdUQE,Classical,tactical_bishop,1246,Englund Gambit,2,26,Lost,-507
dQCCZY4f,Classical,sneaky_bugger,1739,Hungarian Opening,1,12,Won,479
8zGwL053,Classical,tactical_bishop,1279,Nimzo-Larsen Attack,1,14,Lost,-441
2QYrX7bz,Classical,sneaky_bugger,1694,Zukertort Opening: Queen's Gambit Invitation,2,73,Won,389
QGXLgc6L,Classical,sneaky_bugger,1654,Nimzo-Larsen Attack,1,3,Won,309
J62F4oVs,Classical,tactical_bishop,1423,French Defense: Normal Variation,3,6,Lost,-153
M1zbHN7r,Classical,sneaky_bugger,1662,Benoni Defense: Benoni Gambit Accepted,3,26,Draw,325
i4dYtT5Z,Rapid,tactical_bishop,1500,Horwitz Defense,2,3,Lost,0
D9ojmq85,Blitz,mimirilinguis,1026,Queen's Pawn Game #3,4,84,Lost,-838
EN6icCh9,Rapid,juandavidcol,1145,Scandinavian Defense,2,54,Won,105
cTVwQAiH,Blitz,mimirilinguis,1043,Queen's Pawn Game #2,3,64,Lost,-496
Mixsmun3,Blitz,tbajedrez2017,1878,English Opening: King's English Variation |  Reversed Sicilian,3,73,Won,835
f8Irc42M,Rapid,monchuchak,1666,Philidor Defense,5,171,Won,622
WnW6BkKp,Blitz,jzfloyd,1856,Bishop's Opening: Philidor Counterattack,4,13,Won,811
NUxCVtS8,Blitz,homesteadpost,1382,Kadas Opening,1,14,Lost,373
zHLyaVIM,Blitz,sanskar99,1547,French Defense: King's Indian Attack,3,72,Lost,576
cYQNRZU8,Rapid,mimirilinguis,981,French Defense,4,21,Lost,-200
C9t9CsHd,Rapid,mimirilinguis,982,King's Pawn Game: King's Head Opening #2,3,49,Lost,-718
rVNCsu7X,Rapid,georgezipp,1700,Philidor Defense #3,5,81,Won,718
zKnI08sI,Rapid,chicago_chess,1371,King's Pawn Game: Busch-Gass Gambit,4,31,Lost,-86
mG08UIle,Rapid,rahul1903,1883,Ruy Lopez: Morphy Defense |  Graz Variation,10,39,Won,510
A1hhaRTf,Rapid,chicago_chess,1344,King's Pawn Game: Busch-Gass Gambit,4,60,Won,-352
ypgpDIf0,Rapid,chicago_chess,1348,Sicilian Defense #2,6,52,Lost,-377
U7OdyrQS,Rapid,segentaralam,1863,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,35,Won,514
jrLrV447,Rapid,fatugi,1460,Ruy Lopez: Classical Variation,6,24,Lost,133
xEyEg682,Rapid,artgalai11,1338,Kadas Opening,1,19,Won,-6
5RkKF0NI,Rapid,chicago_chess,1359,Scandinavian Defense,2,34,Lost,-52
LNWqo262,Rapid,yory21,1829,King's Gambit Accepted |  MacLeod Defense,6,13,Won,468
HCvz5ME2,Rapid,chicago_chess,1365,Scandinavian Defense: Mieses-Kotroc Variation,4,30,Lost,-343
Ktcr0Vwb,Rapid,chicago_chess,1366,Sicilian Defense: Kan Variation |  Knight Variation,9,94,Lost,-935
x1WpDqIT,Rapid,rinat_raf,1254,Irish Gambit,5,6,Lost,-99
bnwpWJpH,Rapid,chicago_chess,1369,Sicilian Defense: French Variation,4,64,Lost,-39
KvvLSSSf,Rapid,draftspro,1344,Italian Game: Giuoco Pianissimo |  Normal,8,15,Won,-46
7ldSTg4s,Rapid,joueetnuit,1512,Scotch Game,5,15,Won,109
O1IY5iRx,Rapid,chicago_chess,1405,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11,58,Lost,-611
7cSVPQmP,Rapid,chicago_chess,1412,Philidor Defense #3,5,66,Lost,-267
VWljc6BL,Rapid,hernype,1479,French Defense: Normal Variation,3,19,Lost,92
C56iS8Oi,Rapid,slickmate,1889,Horwitz Defense,2,39,Won,500
tg2xFDRf,Rapid,chicago_chess,1392,Giuoco Piano,6,37,Lost,-424
NFOesFXB,Rapid,ruufseir,1817,King's Gambit Accepted |  King's Knight Gambit,5,29,Won,421
YnvQSCVl,Rapid,mr_nice,1760,Italian Game,5,22,Lost,402
ETncDNmI,Rapid,chicago_chess,1360,Italian Game: Giuoco Pianissimo,7,50,Lost,-513
vf6HlMqL,Rapid,chicago_chess,1383,Sicilian Defense: Old Sicilian,4,56,Lost,31
ipabyOYy,Rapid,fulanomengano,1536,Van Geet Opening: Napoleon Attack,5,30,Lost,186
otzF433Q,Rapid,chicago_chess,1356,Caro-Kann Defense: Maroczy Variation,5,34,Lost,-352
sq7F7ZpV,Rapid,chicago_chess,1376,Four Knights Game: Italian Variation,8,58,Lost,-42
AKrckciP,Rapid,chicago_chess,1333,Sicilian Defense: Paulsen Variation |  Normal Variation,9,76,Lost,-543
31HeWxbR,Rapid,clownish,1313,Ruy Lopez: Morphy Defense |  Caro Variation,8,28,Draw,-22
Vp5Vsg75,Rapid,chicago_chess,1349,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8,36,Lost,-185
3n65to6a,Rapid,sayednaser,2086,Ruy Lopez: Berlin Defense |  Minckwitz Variation,11,33,Won,736
75zU6s1D,Rapid,chicago_chess,1370,Italian Game: Two Knights Defense |  Polerio Defense,10,44,Lost,-99
UZYRRGay,Rapid,chicago_chess,1406,Sicilian Defense: Old Sicilian,4,50,Lost,85
cDXdgKyl,Rapid,chicago_chess,1410,Sicilian Defense: Hyperaccelerated Dragon,4,14,Lost,-472
eDglH4YG,Rapid,kabylgali,1241,Queen's Pawn Game #2,3,59,Won,-219
4KOwDjTj,Rapid,mekri,1370,King's Pawn Game: Wayward Queen Attack,3,68,Lost,-55
My5gSoq6,Rapid,chicago_chess,1384,Philidor Defense #3,5,35,Won,4
EjdSFutD,Rapid,matan_13,1435,Scotch Game,5,65,Won,6
e5jiGflb,Rapid,shazanmj,1469,Scotch Game: Scotch Gambit |  Dubois Reti Defense,8,59,Won,-16
ybHQ1bEb,Rapid,chicago_chess,1494,Bishop's Opening,3,61,Draw,61
IV2udg8z,Rapid,chicago_chess,1555,Nimzowitsch Defense |  Declined Variation,3,45,Lost,-52
za7xRg8J,Rapid,jefferies123,1437,King's Pawn Opening: 2.b3,3,56,Lost,-38
HKFzYXc8,Rapid,tramputin,1346,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5,25,Lost,-15
k8zlIvTk,Blitz,wpao,1393,Richter-Veresov Attack,5,86,Lost,36
PASkdsQk,Blitz,islam01,1368,Center Game: Normal Variation,6,68,Lost,-13
iHrIDweF,Blitz,islam01,1375,Caro-Kann Defense,3,100,Lost,-154
ZHUhrqsa,Blitz,emil3003,1590,Scandinavian Defense: Mieses-Kotroc Variation,4,57,Won,210
WkdmzPn9,Blitz,islam01,1371,Scotch Game,5,21,Won,80
rtM7smp6,Blitz,chesster_nut,1135,Queen's Pawn Game: Anti-Torre,4,54,Lost,-231
baqxjkS7,Blitz,truten56,1741,Scandinavian Defense: Mieses-Kotroc Variation,4,145,Won,370
Pab86HWB,Blitz,islam01,1363,English Opening: Symmetrical Variation,2,113,Won,113
tFAkIYh6,Blitz,islam01,1347,Center Game,5,46,Lost,-453
sEonT8J6,Blitz,islam01,1349,Center Game: Normal Variation,6,66,Lost,-483
3K5X0MjK,Blitz,islam01,1343,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,7,75,Won,178
5W6MsfHA,Blitz,joc29,1326,Alekhine Defense: Scandinavian Variation,4,51,Won,-29
4POZ3jkv,Blitz,islam01,1354,Center Game #2,3,84,Lost,-69
JCwwpym8,Blitz,isik645,1635,Hungarian Opening: Indian Defense,2,47,Won,277
nCx7fqQ9,Blitz,wassenaar,1540,Center Game: Hall Variation,7,60,Lost,199
EIbZ3pwa,Rapid,islam01,1329,Nimzowitsch Defense: Breyer Variation,6,89,Won,-29
rIg6CXFI,Rapid,islam01,1331,Four Knights Game: Double Spanish,8,104,Lost,-415
cKuMOXoJ,Rapid,islam01,1321,Scandinavian Defense: Mieses-Kotroc Variation,4,51,Won,54
4UvGTGtu,Rapid,islam01,1334,Scandinavian Defense: Mieses-Kotroc Variation,4,44,Lost,57
b34PshjJ,Rapid,islam01,1324,Scandinavian Defense: Mieses-Kotroc Variation,4,107,Won,44
c5C1WiVk,Rapid,horsesonfire,1368,Polish Opening,1,49,Won,34
IsURyOrY,Rapid,islam01,1340,Rat Defense: Small Center Defense,4,100,Lost,-208
wDll6agA,Rapid,islam01,1348,French Defense: Knight Variation,3,110,Lost,-112
XSpEJl5F,Rapid,islam01,1335,Nimzowitsch Defense: Pseudo-Spanish Variation,3,151,Won,-36
OU0oJy07,Rapid,islam01,1345,Center Game: Normal Variation,6,30,Lost,-55
HaHAEpZ2,Rapid,islam01,1341,Four Knights Game: Spanish Variation |  Rubinstein Variation Accepted,9,59,Won,285
cjuA0FWm,Rapid,vassileskii,1376,Ruy Lopez: Berlin Defense #2,6,43,Won,25
TBMWCdR3,Rapid,islam01,1337,Center Game: Normal Variation,6,85,Won,-186
no2N9wCA,Rapid,andeng87,1313,King's Pawn Game: McConnell Defense,4,60,Won,-36
gq9IAOhL,Rapid,islam01,1359,Nimzowitsch Defense: Kennedy Variation |  Keres Attack,7,44,Lost,-32
6LwSuMEs,Rapid,gersand,1216,Vienna Game: Max Lange Defense,4,80,Lost,-136
FeAUHZYC,Rapid,ejweibel,1160,Hungarian Opening,1,40,Won,-209
cF47WmFE,Rapid,asinusumut,1374,Scandinavian Defense: Mieses-Kotroc Variation,4,102,Lost,17
Jy3yKVMj,Rapid,islam01,1369,Creepy Crawly Formation: Classical Defense,4,34,Lost,5
StZdmj4v,Rapid,islam01,1373,Center Game #2,3,72,Lost,-266
oFMcSk2K,Rapid,benemar,1468,Italian Game: Two Knights Defense |  Knight Attack,7,41,Won,87
olJiccET,Rapid,islam01,1385,Modern Defense: Two Knights Variation |  Suttles Variation,8,84,Lost,-285
GThi2Edw,Rapid,islam01,1392,Scandinavian Defense: Main Line,6,36,Lost,-157
czRykULH,Rapid,rafpep17,1303,Scandinavian Defense: Mieses-Kotroc Variation,4,179,Won,-103
hDA2Lbd8,Rapid,islam01,1398,Vienna Game,3,27,Won,86
EWgHhhZ1,Rapid,rafpep17,1297,Elephant Gambit,4,39,Won,-116
28YiE76s,Rapid,islam01,1400,Sicilian Defense: Smith-Morra Gambit #2,3,57,Won,-129
O9OzSsDg,Rapid,islam01,1398,Sicilian Defense: Smith-Morra Gambit #2,3,127,Draw,-67
APqbSXoT,Rapid,islam01,1403,Center Game: Normal Variation,6,68,Lost,-210
lwE6EZFn,Blitz,islam01,1408,Center Game,5,68,Lost,-220
H7LX9jip,Blitz,islam01,1419,Center Game: Normal Variation,6,56,Lost,-30
auHFTCk1,Blitz,islam01,1432,Zukertort Opening: Queen's Gambit Invitation,2,96,Lost,50
fmXRBWyv,Classical,kardoph,1444,Ruy Lopez: Steinitz Defense,6,97,Won,-32
kC52dvrn,Rapid,ecstasydrug,1479,Colle System,6,56,Lost,-327
d7DZCgrC,Classical,giselher,1740,Queen's Gambit Accepted: Normal Variation |  Traditional System,8,39,Won,255
Rwnbibv3,Classical,lordaza,1581,Queen's Pawn Game #2,3,39,Won,86
6Vf0vP41,Rapid,danilovikk,1597,Queen's Gambit Declined,4,19,Won,93
Al14IEgI,Classical,paul1991,1684,Ruy Lopez: Steinitz Defense,6,143,Won,173
cAsyF7Yr,Rapid,h0l4nd3s,1579,Queen's Gambit Refused: Marshall Defense,4,23,Won,57
31MIIMpp,Classical,ecstasydrug,1502,Philidor Defense #3,5,118,Won,-193
4HalwSU0,Rapid,ecstasydrug,1507,Queen's Pawn Game: Chigorin Variation,4,34,Lost,-250
HKdqLD9B,Rapid,branxo15,1605,Four Knights Game: Italian Variation,8,55,Won,88
Gff1fDGw,Rapid,ecstasydrug,1547,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4,54,Lost,-79
gf71MGs5,Rapid,gougoutte,1353,King's Pawn Game: Leonardis Variation,3,11,Won,-215
XLpDtjdg,Rapid,ecstasydrug,1589,Queen's Pawn Game: Chigorin Variation,4,18,Lost,203
7jQbWlnz,Rapid,penber,1369,Scotch Game: Classical Variation,8,11,Won,-242
yLyre2FB,Blitz,kaisen101,1721,Ruy Lopez: Steinitz Defense,6,117,Won,100
vV7M4rwA,Blitz,ecstasydrug,1635,Zukertort Opening: Queenside Fianchetto Variation,2,40,Lost,4
J5hsTofe,Rapid,kejslazaj,1533,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,38,Lost,-91
7ZnAbft2,Rapid,ecstasydrug,1633,Queen's Pawn Game: Zukertort Variation,3,88,Lost,-144
c0JT8T9l,Blitz,ecstasydrug,1649,Zukertort Opening: Tennison Gambit,3,62,Lost,43
HODrTYNh,Blitz,flive,1673,Hungarian Opening,1,88,Lost,40
XTiCByNu,Rapid,maximusmaxi,1821,King's Gambit,3,5,Won,180
X99wqBxJ,Blitz,ecstasydrug,1649,Queen's Pawn Game: Zukertort Variation,3,45,Lost,-189
aeHSRvrr,Classical,dell2016,1466,Center Game: Normal Variation,6,41,Won,-207
giUUwSvx,Rapid,gingerthecookie,1742,Scotch Game: Scotch Gambit,7,41,Won,-43
zgouqdnb,Rapid,aliozzzz,1650,Indian Game,2,89,Won,-106
PMhkXmoa,Blitz,likechesss,1629,Sicilian Defense: Alapin Variation,3,84,Lost,-120
nj2jx6cK,Rapid,alakard,1851,French Defense: Exchange Variation,5,70,Lost,-36
lQJTIBjJ,Rapid,alakard,1874,French Defense: Exchange Variation,5,52,Lost,100
O3AqNKCm,Rapid,alakard,1891,Scandinavian Defense: Blackburne-Kloosterboer Gambit,4,50,Lost,98
4Mjuq5FZ,Rapid,alakard,1876,Caro-Kann Defense: Exchange Variation,5,87,Won,66
chrtEC8z,Rapid,rudiramawulan,1745,Queen's Pawn Game: Symmetrical Variation,4,52,Lost,-117
sWtq0Mpf,Rapid,alakard,1833,French Defense: Advance Variation |  Main Line,11,127,Won,95
n675TBhm,Rapid,tsremcen,1637,Nimzo-Larsen Attack: Indian Variation,2,54,Lost,-184
b0etXRK2,Rapid,pizzalberto,1587,Caro-Kann Defense: Advance Variation |  Short Variation,7,64,Lost,-224
EeRrok9P,Rapid,avichal,1861,French Defense: MacCutcheon Variation |  Chigorin Variation,11,43,Lost,-99
qTCNlOrr,Rapid,mrmaccc,1882,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,12,51,Won,9
uyMGgXPm,Rapid,terval,1946,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,12,57,Won,62
D3JyKYNK,Rapid,avichal,1885,Sicilian Defense: Paulsen Variation,10,133,Draw,48
arzbKwo8,Rapid,nitxcool,1796,Sicilian Defense: Delayed Alapin,5,92,Lost,-79
GEP9xUN1,Rapid,avichal,1884,Robatsch (Modern) Defense,4,36,Lost,-120
BD7T26aK,Rapid,iceonboard,1863,Queen's Pawn Game: London System,5,39,Won,-36
5FL2ZjQc,Rapid,alwayscheckmated,1500,Sicilian Defense: Smith-Morra Gambit #2,3,71,Won,262
QActlOHc,Blitz,void_pyromancer1808,1188,Sicilian Defense: Closed Variation,3,64,Won,-71
mBokcebP,Rapid,awrankin,1277,Indian Game,2,73,Lost,-187
8vwN8s1f,Rapid,lightningviper,1371,Philidor Defense #3,5,23,Won,87
1ktc7IaC,Rapid,ninjapanda,1372,Sicilian Defense: Closed Variation,3,64,Lost,-68
662OTUFG,Rapid,goldenfox99,1426,Scotch Game: Scotch Gambit |  Cochrane-Anderssen Variation,12,54,Won,-21
MVFHuMKf,Rapid,ctetxam,1485,Sicilian Defense: Canal Attack |  Main Line,6,50,Lost,82
7EMmJstV,Classical,eltondigiplayer,1401,Sicilian Defense: Bowdler Attack,3,44,Lost,19
UTaOMwUN,Classical,goldenfox99,1392,English Opening: Carls-Bremen System,5,37,Lost,-216
R9HE5IB3,Classical,binoxmen,1603,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9,21,Won,201
FhFpUgiq,Rapid,magnata2016,1737,English Opening: Symmetrical Variation |  Duchamp Variation,13,57,Won,329
lrT5E2fF,Rapid,goldenfox99,1431,English Opening: Anglo-Lithuanian Variation,2,48,Lost,5
ZyOAeScc,Rapid,goldenfox99,1455,English Opening: Anglo-Scandinavian Defense,2,21,Lost,7
Z7eY0Y0J,Rapid,vitaminex,1859,Sicilian Defense: Smith-Morra Gambit,5,35,Won,399
843yMmfa,Rapid,sansebastian,1501,Indian Game,2,43,Won,17
3MEFOx8H,Rapid,goldenfox99,1457,English Opening: Anglo-Indian Defense,2,111,Won,8
SbmCYQjH,Rapid,goldenfox99,1419,English Opening: King's English Variation,2,49,Won,-125
PgjWouBw,Rapid,goldenfox99,1433,English Opening: Symmetrical Variation,2,57,Lost,-220
NQQpViEr,Classical,ddx1308,1781,Reti Opening: Reti Accepted,4,14,Won,340
RCJzQHlU,Blitz,valeriy56,1639,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7,19,Won,-168
UKIKvk9h,Rapid,dsom1234,1807,English Opening: Anglo-Lithuanian Variation,2,45,Won,9
QiDC95ct,Classical,imanovice,1889,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,11,109,Won,82
t9EZlOCa,Rapid,dsom1234,1807,Colle System,6,18,Lost,120
dR3E6FZt,Rapid,valeriy56,1639,English Opening: King's English Variation,2,45,Won,-168
3NZeinHd,Classical,soric,1630,Sicilian Defense: Najdorf Variation |  English Attack,11,86,Lost,-93
gU5sl4eF,Rapid,dsom1234,1555,Queen's Pawn Game: Zukertort Variation,3,61,Won,-20
VYayBOPY,Classical,dead23,1293,Giuoco Piano,6,89,Won,-830
0MGAMQ5Q,Classical,dsom1234,2118,Queen's Pawn Game: Symmetrical Variation,4,25,Won,824
o45DTcKi,Classical,dead23,1295,Philidor Defense: Lion Variation,8,28,Lost,-817
Lput0yVc,Blitz,dsom1234,1500,Yusupov-Rubinstein System,5,35,Won,-654
9oGBkDPo,Rapid,quarkss,1848,Scandinavian Defense: Modern Variation #2,4,125,Won,-416
6kUImh0v,Rapid,wtfhsyn,2056,Scandinavian Defense: Modern Variation #2,4,137,Won,-208
xVFuT8LQ,Blitz,doraemon61,2264,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,12,140,Draw,625
93gcNJmY,Rapid,peppe505,2366,Scandinavian Defense: Panov Transfer,6,52,Lost,102
