id,format,victory_status,book_moves,opening_name,winner,turns,white_id,white_rating,black_id,black_rating
mrcglUMg,Rapid,resign,3,Queen's Pawn Game: Mason Attack,black,50,pankr,1760,jovan_kingofkings,1782
33SSmEqC,Blitz,resign,5,French Defense: Exchange Variation,white,29,jovan_kingofkings,1785,halheinrich,2054
tlIFAXVo,Rapid,mate,3,French Defense: Queen's Knight,white,39,wolf1108,1215,ingram_la,1511
PGpoY41V,Rapid,mate,3,Queen's Pawn Game: Zurich Gambit,white,39,monged01,1687,wolf1108,1218
dkN7UXBE,Classical,mate,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,35,serg0901,1316,wolf1108,1237
qtSLIefu,Classical,mate,3,King's Knight Opening,black,32,wolf1108,1261,serg0901,1279
xV8lM5qb,Classical,mate,3,King's Pawn Game: Wayward Queen Attack,white,21,serg0901,1228,wolf1108,1292
SpbzUQHu,Rapid,resign,7,King's Indian Defense: Normal Variation,white,79,goerchdrunk,1391,danielgraham88,1161
VShXyG9e,Rapid,resign,1,Hungarian Opening,white,43,danielgraham88,1142,schuuuusti,1066
WOR6IqGa,Rapid,resign,1,Hungarian Opening,black,40,danielgraham88,1162,chessmanvlg,1242
1CqW0pzY,Rapid,resign,2,Modern Defense,white,78,evgentar,1204,danielgraham88,1187
pssAII49,Blitz,resign,2,Modern Defense,white,29,miland,1229,danielgraham88,1215
WpgjZDGC,Rapid,mate,1,Hungarian Opening,white,47,danielgraham88,1150,evgentar,1223
1FTgtl6L,Classical,resign,4,Robatsch (Modern) Defense,white,85,q65,1425,danielgraham88,1164
1O4L37hb,Classical,resign,4,Robatsch (Modern) Defense,black,46,jan_czajkowski,1452,danielgraham88,1108
MUp0E0hz,Blitz,mate,4,French Defense: Mediterranean Defense,black,90,danielgraham88,1142,marinho797,1431
rKf0fShq,Blitz,mate,5,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,white,57,danielgraham88,1107,sitre,1022
jZa30I4z,Rapid,mate,2,Nimzo-Larsen Attack: English Variation,white,45,vanhoan,1581,amateur_pawn_star,1513
nMoBUPup,Rapid,resign,2,English Opening: Symmetrical Variation,white,69,amateur_pawn_star,1505,luiz0004,1393
VKqQFLrp,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,25,frankiestomps,1493,amateur_pawn_star,1517
1k1Br31J,Rapid,resign,2,English Opening: Symmetrical Variation,black,50,patosov,1494,amateur_pawn_star,1506
0XxbYc5t,Rapid,resign,2,English Opening: Agincourt Defense,white,75,amateur_pawn_star,1497,goklara,1494
KgMGDIi0,Rapid,resign,4,Queen's Pawn Game: Chigorin Variation,black,90,taw12,1572,amateur_pawn_star,1484
l8iJy7XT,Rapid,resign,5,English Opening: Carls-Bremen System,black,14,amateur_pawn_star,1492,taw12,1563
I3QI3tcT,Rapid,resign,4,Sicilian Defense: Old Sicilian,white,37,lena_terentieva,1511,amateur_pawn_star,1502
0MKvR3j3,Rapid,resign,4,English Opening: Anglo-Indian Defense |  Hedgehog System,black,52,amateur_pawn_star,1513,torrebranca,1527
n0VbNOps,Rapid,mate,4,Queen's Pawn Game: Chigorin Variation,black,52,giamfede,1478,amateur_pawn_star,1503
17xEHXw5,Rapid,resign,2,English Opening: Anglo-Dutch Defense,black,54,amateur_pawn_star,1513,xipsychox,1541
mbakKdOR,Rapid,mate,3,Sicilian Defense: McDonnell Attack,black,22,saiftopa1234,1322,amateur_pawn_star,1507
JfI1YYYk,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,31,erfan_yazd,1504,amateur_pawn_star,1509
T8AfxxW4,Rapid,mate,3,English Opening: King's English Variation |  Reversed Sicilian,white,85,amateur_pawn_star,1502,merckm,1500
W7e8yJqX,Rapid,resign,2,English Opening: Anglo-Scandinavian Defense,white,64,amateur_pawn_star,1491,avanzi,1505
P0He9I4m,Rapid,mate,3,Sicilian Defense: Alapin Variation,white,9,artmanua,1512,amateur_pawn_star,1490
jvylwbOE,Rapid,resign,2,English Opening: Agincourt Defense,black,40,amateur_pawn_star,1502,neysilva,1469
7NvdRC8V,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,132,thierry972,1497,amateur_pawn_star,1491
JElusY2p,Rapid,mate,3,Sicilian Defense: Bowdler Attack,black,42,sckynie,1430,amateur_pawn_star,1482
yi2xPE7T,Rapid,resign,6,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,white,50,bobo2709,1465,amateur_pawn_star,1493
Xxq6QUe1,Rapid,resign,2,English Opening: King's English Variation,white,37,amateur_pawn_star,1476,kaveca,1432
jijeCk1l,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,117,soldier6534,1501,amateur_pawn_star,1486
BL8t5NPL,Rapid,outoftime,1,Grob Opening,black,70,divinchi,1531,amateur_pawn_star,1473
nKVzLNtL,Rapid,resign,5,English Opening: Symmetrical Variation |  Fianchetto Variation,black,14,amateur_pawn_star,1483,divinchi,1521
9r5zfTGS,Rapid,resign,3,Sicilian Defense: Closed Variation,white,59,angelmufato,1491,amateur_pawn_star,1493
2d4CZyN9,Rapid,resign,2,English Opening: King's English Variation,white,39,amateur_pawn_star,1480,jmajma,1592
Tsaub2Xw,Rapid,resign,2,English Opening: Agincourt Defense,black,26,amateur_pawn_star,1479,ulma21,1514
FNPIbnwf,Rapid,resign,9,Sicilian Defense: Accelerated Dragon |  Exchange Variation,black,58,shusudukuto,1468,amateur_pawn_star,1468
204FuTNI,Rapid,mate,2,English Opening: King's English Variation,black,104,amateur_pawn_star,1479,delzolal,1462
YT53T6Rz,Rapid,mate,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,white,63,david_roussel,1624,amateur_pawn_star,1486
kB64c4UZ,Rapid,mate,2,English Opening: King's English Variation,white,97,amateur_pawn_star,1476,carlosjedwab,1469
l8FqYmJR,Rapid,resign,2,English Opening: Anglo-Scandinavian Defense,white,51,amateur_pawn_star,1467,js_vishyfan,1404
cska7GZG,Rapid,resign,6,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,black,63,amateur_pawn_star,1479,geogen,1427
JeKSeily,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,33,oscar6905,1489,amateur_pawn_star,1478
u6K5vgPh,Rapid,resign,6,English Opening: King's English Variation |  Two Knights Variation |  Smyslov System,white,79,amateur_pawn_star,1467,mk83,1468
8TKmtNf2,Rapid,resign,9,Sicilian Defense: Accelerated Dragon |  Modern Variation,white,33,hatem60010,1578,amateur_pawn_star,1475
poINaTzI,Rapid,resign,2,English Opening: Great Snake Variation,white,11,amateur_pawn_star,1466,valerij_vast,1395
V8eDU7iq,Rapid,resign,4,Sicilian Defense: Old Sicilian,white,21,dav54,1532,amateur_pawn_star,1475
ofpF0oRM,Rapid,resign,2,English Opening: Anglo-Scandinavian Defense,white,17,amateur_pawn_star,1462,dav54,1545
V9xscecv,Rapid,resign,3,Sicilian Defense: Bowdler Attack,white,26,dav54,1536,amateur_pawn_star,1471
E9xiPEZK,Rapid,mate,2,English Opening: Anglo-Scandinavian Defense,white,29,amateur_pawn_star,1457,dav54,1550
AHXojpIK,Rapid,resign,2,Sicilian Defense,white,61,diegobdreis,1422,amateur_pawn_star,1469
JPNQf9j2,Rapid,resign,3,English Opening: King's English Variation |  Reversed Sicilian,black,39,amateur_pawn_star,1481,ferroid1,1436
gIslASxZ,Rapid,resign,3,Benoni Defense: Benoni Gambit Accepted,white,59,death_machine,1477,amateur_pawn_star,1492
iyYOohgL,Blitz,mate,3,Rat Defense: Harmonist,white,47,marco753,2141,chessgal2003,1414
ySzcuMJr,Blitz,mate,2,Mieses Opening: Reversed Rat,black,18,chessgal2003,1500,kareem11,1742
cHzDiEHH,Rapid,mate,8,Four Knights Game: Spanish Variation |  Classical Variation,black,44,sofaki23,1254,om1665061,1204
ZUOFdaon,Rapid,mate,7,Four Knights Game: Italian Variation,white,53,om1665061,1184,sofaki23,1269
86Ph7m5y,Rapid,resign,4,Philidor Defense #2,black,26,om1665061,1203,corsanglais,1140
9xlp4XvI,Blitz,resign,3,King's Pawn Game: Wayward Queen Attack,white,7,minelkayra,1329,om1665061,1215
mTVPiE7r,Blitz,resign,4,King's Knight Opening: Normal Variation,white,4,gangioli,1325,om1665061,1227
4CcvDonT,Rapid,resign,3,King's Knight Opening,black,17,om1665061,1233,hghharsh,1532
vUrcxhu3,Rapid,resign,6,Italian Game: Hungarian Defense,white,57,denis21,1567,om1665061,1238
Thhr5sGU,Rapid,mate,5,Queen's Pawn Game: London System,white,85,amigoajedrez,1681,om1665061,1216
0kaedXef,Rapid,mate,4,Gunderam Defense,white,171,om1665061,1189,ymalherbe,1373
Cfs3ls9A,Rapid,resign,3,King's Pawn Game: Nimzowitsch Defense,white,28,om1665061,1162,stockafisso,1319
8hpPYZOe,Rapid,mate,5,Center Game,black,78,bananobama,1446,om1665061,1133
jlxDAOJz,Rapid,resign,5,Blackmar-Diemer Gambit: Gedult Gambit,black,70,metinnazlioglu,1499,fernholz,1449
5XB5ikrX,Classical,resign,3,Portuguese Opening,black,48,xx_domi_xx,1405,uriellaurito,1365
bDcOkAPl,Blitz,resign,3,Sicilian Defense: Amazon Attack,white,7,xx_domi_xx,1302,coco2016,1351
3X0AZRrG,Classical,resign,8,Scotch Game: Classical Variation,black,30,greenmachine,989,glonnee,1658
jkwZJXbo,Classical,mate,3,King's Pawn Game: Wayward Queen Attack,black,52,greenmachine,989,glonnee,1658
QHrQCRDT,Rapid,resign,2,Englund Gambit,black,2,chingisl,1610,greenmachine,989
RzfhITm1,Rapid,resign,2,Scandinavian Defense,white,3,greenmachine,989,chingisl,1610
yfRbI6de,Rapid,resign,3,King's Knight Opening,white,3,egberttalens,1538,greenmachine,991
VJC41GsP,Rapid,resign,3,King's Pawn Game: Wayward Queen Attack,black,20,greenmachine,1003,lukyin,1246
y44Msw6h,Blitz,mate,3,King's Pawn Game: Wayward Queen Attack,white,7,greenmachine,958,chipie1952,1274
qttdAohZ,Rapid,mate,8,Pirc Defense: Classical Variation,black,62,greenmachine,978,vaka-waka,1179
odAh8cU9,Rapid,mate,3,Queen's Pawn Game: Mason Attack,white,71,vaka-waka,1172,greenmachine,996
gvu9qK9U,Rapid,mate,1,Polish Opening,black,44,greenmachine,1032,stailetyat,1011
4gQXomxa,Rapid,mate,1,Van't Kruijs Opening,white,33,hossein2611,1142,greenmachine,1061
bZH0elxT,Classical,draw,3,Sicilian Defense: McDonnell Attack,draw,64,t3v3a3d,1691,lcover,1451
Mn1LbgKu,Blitz,mate,3,Sicilian Defense: Bowdler Attack,white,89,ivan86,1471,lcover,1461
U8iQ7CIG,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,57,nicopeintre06,1440,lcover,1451
1GuRu7tH,Rapid,draw,3,French Defense: Normal Variation,draw,113,lcover,1450,megomaf,1468
agFTttls,Rapid,mate,8,Philidor Defense: Exchange Variation,black,34,lcover,1455,chessplaye,1679
7wHFeyVw,Rapid,draw,5,Three Knights Opening,draw,99,lcover,1454,pwalter,1489
9nhiwIrc,Rapid,resign,3,Sicilian Defense: Smith-Morra Gambit #2,black,32,yak42,1508,lcover,1440
ZzVYVfuL,Rapid,resign,5,French Defense: Exchange Variation,white,33,lcover,1425,katerina1965,1576
c8ceBA8I,Rapid,draw,4,Queen's Pawn Game: Chigorin Variation,draw,103,katerina1965,1580,lcover,1420
3HrE4c5P,Rapid,draw,2,Owen Defense,draw,111,lcover,1418,ahmedsalah88,1480
hNrlM8wk,Rapid,resign,2,English Opening: King's English Variation,black,18,andrey33,1545,lcover,1402
6ogtGrQt,Rapid,resign,11,Sicilian Defense: Najdorf Variation,white,67,lcover,1392,inggio,1332
06N5Bbxe,Rapid,mate,8,Four Knights Game: Scotch Variation Accepted,white,81,lcover,1382,srathor,1388
TYJHQxJo,Rapid,mate,3,Sicilian Defense: Closed Variation,white,57,stlan,1347,lcover,1395
4Ilewq2c,Rapid,mate,4,Nimzowitsch Defense: Williams Variation,black,102,lcover,1418,moiachille,1472
kTSNXSyN,Rapid,resign,3,Sicilian Defense: McDonnell Attack,black,40,lcover,1423,pasha123_321,1645
6lNhqUra,Classical,resign,6,Sicilian Defense: Canal Attack |  Main Line,black,20,adamzhorzhevych,1457,lcover,1418
LYQNu2PW,Rapid,mate,7,Scotch Game,black,112,lcover,1421,malucodoido,1754
5n6kPydD,Classical,resign,4,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,white,91,velvetgreen,1464,lcover,1432
t0CE1yBT,Rapid,mate,1,Queen's Pawn,white,37,spicybeef189,1363,lcover,1447
p9Wt9VAc,Classical,mate,1,Queen's Pawn,white,115,pierreleblanc,1653,lcover,1453
1ziuafFK,Classical,mate,5,Slav Defense #2,white,47,izaulima,1710,lcover,1460
w9Al2iTR,Classical,mate,7,Russian Game: Paulsen Attack,black,46,lcover,1465,izaulima,1706
xp8EzRTz,Classical,resign,4,Queen's Gambit Refused: Baltic Defense,white,31,izaulima,1701,lcover,1470
ijqdXHbW,Classical,resign,1,Queen's Pawn,white,53,mrmist,1554,lcover,1479
7goJ1hPy,Classical,mate,8,Four Knights Game: Spanish Variation |  Classical Variation,black,20,lcover,1488,kresevica,1591
gUjm6t9I,Classical,mate,6,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,white,167,souayahmustafa,1579,lcover,1497
WB7GBnxy,Classical,resign,2,Sicilian Defense,white,63,lcover,1482,enthusiast,1537
GkNVnmLX,Classical,mate,7,Caro-Kann Defense: Advance Variation |  Short Variation,black,70,zainescu,1528,lcover,1468
gibYkoMf,Classical,draw,4,Philidor Defense #2,draw,77,lcover,1467,adzril78,1501
ZhuaP7Cb,Classical,draw,5,Slav Defense: Modern Line,draw,41,mkovalev,1559,lcover,1472
YU7Vq2rX,Classical,resign,2,English Opening: Caro-Kann Defensive System,black,112,giveupthegoods,1549,lcover,1456
JA42uHSg,Classical,mate,1,Queen's Pawn,black,68,kingthechess2017,1436,lcover,1434
uFRVhZHQ,Classical,resign,8,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,white,59,urakov,1858,lcover,1436
kwU2e5VH,Classical,draw,8,Scotch Game: Schmidt Variation,draw,96,lcover,1431,random4266,1585
67MAWTpZ,Classical,mate,5,Scotch Game,black,80,lcover,1443,blackshelter,1471
TRlkjUev,Rapid,mate,4,King's Pawn Game: McConnell Defense,white,67,o4leaf,1661,samuelpro,1132
gNUEOfkV,Rapid,mate,1,Van't Kruijs Opening,black,36,javad7777,1073,samuelpro,1135
5kY5WUxA,Rapid,mate,3,King's Pawn Game: Wayward Queen Attack,white,91,whitegaba,1551,samuelpro,1142
iYziFDHN,Blitz,mate,5,Russian Game: Urusov Gambit,black,16,samuelpro,1155,yriibass,1483
XuoIw7SF,Rapid,resign,5,Russian Game: Three Knights Game,white,24,mednikov,1780,samuelpro,1157
BPrTBmfm,Rapid,resign,3,Sicilian Defense: Bowdler Attack,black,8,samuelpro,1157,critico-82,2312
23Xso018,Rapid,resign,3,Bishop's Opening,black,18,samuelpro,1164,luupuus,1616
6KY3n0LE,Rapid,mate,4,Kangaroo Defense,white,103,cullarvega,1563,samuelpro,1173
0LWknSSP,Rapid,resign,2,Horwitz Defense,white,10,akamil1982,1805,samuelpro,1176
NXMwlV8w,Rapid,mate,3,Bishop's Opening,black,76,samuelpro,1209,derya-66,1320
4GkqU1PE,Blitz,mate,4,Bishop's Opening: Boi Variation,black,106,samuelpro,1215,kolphire,1703
FHY8r25U,Blitz,mate,4,Kangaroo Defense,black,26,peachunited,1515,samuelpro,1127
6dzSqqDm,Blitz,mate,3,Bishop's Opening,white,13,samuelpro,1002,peachunited,1534
nWXlyNgg,Rapid,resign,3,Alekhine Defense: Maroczy Variation,black,54,samuelpro,1009,pablog2200,1513
r7yRPKaY,Rapid,mate,3,French Defense: Knight Variation,white,67,pablog2200,1511,samuelpro,1017
zikC2jbx,Rapid,resign,3,Alekhine Defense: Maroczy Variation,black,12,samuelpro,1027,pablog2200,1509
vquNGkFY,Rapid,resign,3,French Defense: Knight Variation,white,57,magic007,1264,samuelpro,1064
GrqcLH8a,Classical,mate,1,Mieses Opening,black,60,samuelpro,1072,falsus,1625
OEPRYdOo,Classical,mate,3,King's Pawn Game: Leonardis Variation,black,16,samuelpro,1073,pimag-45,1939
04EIrpaP,Rapid,resign,5,French Defense: Exchange Variation,white,39,hairy-conniption,1793,samuelpro,1076
K1AmmvZe,Blitz,outoftime,4,French Defense,white,9,davidsursuippe,1374,samuelpro,1115
ikYC1Cge,Blitz,resign,5,French Defense: Advance Variation #3,white,38,maxzana,1539,samuelpro,1136
gDTGX1e3,Blitz,resign,1,Mieses Opening,black,34,samuelpro,1149,spetchess,1677
S0JaS1jI,Rapid,outoftime,3,French Defense: Steinitz Attack,white,41,gigimargadecolmar,1535,samuelpro,1182
2guqueuz,Blitz,mate,1,Mieses Opening,white,57,samuelpro,856,wpao,1541
3OsAGS9G,Rapid,outoftime,5,Queen's Pawn Game: Colle System,black,52,mohamedn,1435,shakes,2042
4UFFLmI2,Rapid,mate,7,Philidor Defense: Exchange Variation #2,white,31,turan07,1828,mohamedn,1500
Pk2nmQn3,Rapid,resign,5,Modern Defense: Bishop Attack,black,12,hugues2908,1353,morrsze,1207
4dp5wc6k,Rapid,mate,2,Horwitz Defense,white,35,hugues2908,1347,jorge-cadavid,1013
Bx5pQZS2,Rapid,outoftime,1,Queen's Pawn,white,73,hugues2908,1334,berlin64,1183
4j23HSvb,Rapid,mate,2,Scandinavian Defense,black,86,omar78,1079,hugues2908,1325
xIgF0GHg,Rapid,resign,3,Queen's Pawn Game: Mason Attack,white,11,hugues2908,1314,elhafdi,1099
HDwrruYt,Blitz,resign,2,Queen's Pawn Game,black,2,chessgeorge,1052,hugues2908,1304
OFZmzWlK,Rapid,resign,4,Scandinavian Defense: Mieses-Kotroc Variation,black,12,the_fran000,1027,carlosamadorsanchez,1084
wzK25t8a,Rapid,resign,5,Blackmar-Diemer Gambit: Gedult Gambit,white,55,carlosamadorsanchez,1065,the_fran000,1073
PxGfMtaL,Rapid,mate,3,Amazon Attack,white,81,ricsiblanka,1085,carlosamadorsanchez,1082
Mc4QPdAb,Rapid,mate,5,Caro-Kann Defense: Maroczy Variation,black,50,carlosamadorsanchez,1104,mind123,1057
R6EEI3vY,Rapid,outoftime,4,Rat Defense: Small Center Defense,black,46,carlosamadorsanchez,1130,ulflyder,1019
70uokwwk,Rapid,resign,2,Scandinavian Defense,white,21,fatalrhyme,1125,carlosamadorsanchez,1153
pO09f3QT,Rapid,resign,3,Center Game #2,white,27,carlosamadorsanchez,1152,trilemma,1159
7DOaoGeV,Rapid,resign,2,Scandinavian Defense,white,2,carlosamadorsanchez,1112,phuckhu,1283
7zT7fKqD,Rapid,mate,3,King's Pawn Game: Leonardis Variation,black,54,carlosamadorsanchez,1141,nayef-26,1098
N2tZep3s,Rapid,mate,2,Scandinavian Defense,white,35,nayef-26,1080,carlosamadorsanchez,1177
D4j02rF3,Rapid,resign,1,Mieses Opening,white,23,scottgodzaza,1152,carlosamadorsanchez,1206
zTjFt9eg,Rapid,resign,2,Scandinavian Defense,black,20,fildascz,1145,carlosamadorsanchez,1174
Z8KhVENm,Rapid,resign,4,Alekhine Defense: Normal Variation,black,10,carlosamadorsanchez,1205,raimondsr,1199
3Twh2m6V,Rapid,draw,4,Queen's Pawn Game: Franco-Sicilian Defense,draw,12,carlosamadorsanchez,1216,nstriker3652,1093
pr10qXl4,Rapid,resign,2,Scandinavian Defense,black,4,alle915,1141,carlosamadorsanchez,1175
kLRjKHJX,Rapid,mate,2,Scandinavian Defense,black,44,amoranguzman,1018,carlosamadorsanchez,1142
3j0kRr01,Rapid,outoftime,6,Center Game: Normal Variation,black,22,carlosamadorsanchez,1208,levdavidovich,1140
BqMaxwMW,Rapid,mate,4,Latvian Gambit,black,86,djbaseball46,1195,carlosamadorsanchez,1123
sZIfqpML,Rapid,mate,5,Blackmar-Diemer Gambit: Gedult Gambit,black,50,carlosamadorsanchez,1221,firstrow,1168
LdYg0yf4,Rapid,mate,4,Bishop's Opening: Khan Gambit,black,108,megashira,1054,carlosamadorsanchez,1384
KbK72fSq,Rapid,outoftime,5,French Defense: Exchange Variation,white,41,cristianoconcurseiro,1703,kasparovd0311,1484
1Zod3Qv9,Rapid,resign,5,French Defense: Advance Variation #3,white,16,kasparovd0311,1455,prabhakar123,1427
8FwaEnWw,Rapid,resign,11,Ruy Lopez: Open |  6.d4,white,21,kasparovd0311,1433,giannispolyhrono,1306
M4Vt1w6F,Rapid,outoftime,4,Scandinavian Defense: Modern Variation #2,black,30,kasparovd0311,1469,aycockd1,1476
6iuCD2Ei,Blitz,resign,3,French Defense: Knight Variation,white,109,valfon,1785,kasparovd0311,1481
GNpQjE1K,Blitz,resign,7,French Defense: Advance Variation #2,black,54,mariale200,1315,kasparovd0311,1455
EqKRhO8u,Blitz,resign,10,Sicilian Defense: Najdorf Variation,black,96,kasparovd0311,1466,pinha,1815
vQq60Hur,Blitz,draw,3,French Defense: Queen's Knight,draw,255,manipin,1585,kasparovd0311,1448
u8RQmlwz,Rapid,draw,7,French Defense: Advance Variation #2,draw,39,lapeque,1291,kasparovd0311,1451
Vg2JcMOE,Blitz,mate,4,French Defense,black,104,julianny10,1278,kasparovd0311,1406
jRv30KI1,Blitz,outoftime,5,French Defense: Advance Variation #3,black,54,kasparovd0311,1515,catire25,1404
vwkSIpZ0,Blitz,mate,10,Ruy Lopez: Closed Variations,white,75,kasparovd0311,1473,chees29,1221
BQTkPWBJ,Blitz,outoftime,3,French Defense: Queen's Knight,white,67,manipin,1610,kasparovd0311,1599
O4Gkxrm5,Rapid,mate,7,French Defense: Advance Variation #2,black,88,mariale200,1299,kasparovd0311,1500
fFpgwcvI,Classical,mate,3,King's Pawn Game: Nimzowitsch Defense,black,54,ufuk53,1430,lij-y,1500
pBuPv1LC,Rapid,resign,3,Nimzowitsch Defense |  Declined Variation,black,56,yuriy_yosyfovych,1576,nablus,1500
1tMjtQVi,Classical,mate,4,Philidor Defense #2,white,121,chees29,1093,rockmastard,1119
825PEe6m,Rapid,mate,6,Philidor Defense: Nimzowitsch Variation #2,black,44,chees29,1117,royas,898
jyj9GNQc,Classical,outoftime,5,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,white,27,vladimir56,1169,chees29,1133
0IqJXRdN,Rapid,mate,6,Ruy Lopez: Cozio Defense,white,35,chees29,1106,wasaabi23,1273
dVv7I3rg,Rapid,mate,8,Ruy Lopez: Exchange Variation |  Lutikov Variation,white,45,diptargho,1251,chees29,1119
Wr703cq9,Rapid,resign,4,Philidor Defense #2,black,20,chees29,1128,bo32,1347
kwM24ID4,Rapid,mate,5,Scotch Game,black,78,chees29,1146,kavkav9876,1355
XVUC5dgy,Rapid,mate,4,King's Knight Opening: Normal Variation,black,56,shaka88,1254,chees29,1116
76zYX31c,Rapid,mate,3,Queen's Pawn Game: Mason Attack,white,141,tashy,1228,chees29,1133
oJxtaZV1,Rapid,outoftime,5,Italian Game,white,61,ahmed_chess11,1705,chees29,1135
BWPCyxLM,Rapid,mate,3,King's Pawn Game: Nimzowitsch Defense,black,64,chees29,1158,lagrandevero,1306
bqAChXeW,Rapid,mate,5,Italian Game,white,19,chessinprogress,1759,chees29,1163
L2JqD5Mo,Rapid,mate,6,Ruy Lopez: Bird Variation,black,26,chees29,1167,toliklunev,1627
VIOfFX1W,Rapid,mate,2,English Opening: King's English Variation,white,51,pbjtraining,2023,chees29,1168
3mXiVTP1,Blitz,outoftime,5,French Defense: Exchange Variation,white,115,catire25,1426,chees29,1178
Xuhpjead,Blitz,mate,17,Ruy Lopez: Closed Variations |  Yates Variation,black,100,chees29,1200,lapeque,1252
QPafD7XB,Blitz,mate,7,Ruy Lopez: Columbus Variation,white,75,catire25,1427,chees29,1213
vPCaf9T4,Blitz,mate,10,Ruy Lopez: Closed Variations,black,64,lapeque,1303,chees29,1175
51oRNCU0,Rapid,draw,6,French Defense: Classical Variation,draw,14,chees29,1155,catire25,1424
3yey4Fqp,Blitz,draw,18,Ruy Lopez: Closed Variations |  Flohr System,draw,85,chees29,1170,lapeque,1302
uBiBXa79,Blitz,mate,4,French Defense,black,64,chees29,1173,sunilsb,1718
W0Db2z2k,Blitz,outoftime,10,Ruy Lopez: Morphy Defense |  Norwegian Variation,white,77,lapeque,1278,chees29,1204
vwkSIpZ0,Blitz,mate,10,Ruy Lopez: Closed Variations,white,75,kasparovd0311,1473,chees29,1221
ft5Pp17d,Blitz,mate,17,Ruy Lopez: Closed Variations |  Yates Variation,black,74,chees29,1264,mariale200,1288
4IuaZ0ta,Rapid,draw,5,Italian Game,draw,38,catire25,1420,chees29,1239
3c1ok8Yr,Rapid,mate,6,French Defense: Classical Variation,black,40,chees29,1277,catire25,1409
nJLGbyL8,Classical,outoftime,5,Italian Game,white,31,carlosgodot,1804,chees29,1284
tUP12rDG,Rapid,mate,3,Sicilian Defense: Smith-Morra Gambit #2,black,56,chees29,1406,sassenach2,1404
AmuzHx3I,Rapid,mate,4,Scandinavian Defense: Mieses-Kotroc Variation,white,47,chees29,1231,pogo78,1516
bEf35R0X,Rapid,resign,7,Ruy Lopez: Exchange Variation,white,33,brane1974,1466,chees29,1303
Qya11t2E,Rapid,resign,4,Petrov's Defense,black,32,chees29,1500,brane1974,1458
Zm945lDd,Classical,mate,4,English Opening: King's English Variation |  Two Knights Variation,white,23,monstruodelnorte,1127,jcv29,1234
AzJTzHod,Classical,resign,2,Modern Defense,white,77,barack01,1242,monstruodelnorte,1162
e9qGUJ91,Classical,resign,7,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,white,17,monstruodelnorte,1104,canumutcan,1168
3vtY3ASM,Classical,mate,3,English Opening: King's English Variation |  Reversed Sicilian,black,128,monstruodelnorte,1138,planard,1276
ALlD4o2m,Classical,resign,5,English Opening: King's English Variation |  Three Knights System,black,32,monstruodelnorte,1186,atayi,1283
yPfKCLif,Classical,resign,5,English Opening: King's English Variation |  Three Knights System,black,48,monstruodelnorte,1256,kazik190857,1301
eku5TSQx,Classical,resign,2,English Opening: Symmetrical Variation,white,26,monstruodelnorte,1102,cheikh35,1301
G3BaMN6r,Classical,resign,4,English Opening: King's English Variation |  Nimzowitsch-Flohr Variation,black,46,monstruodelnorte,1205,plky,1279
klqUWVgc,Rapid,resign,4,King's Pawn Game: McConnell Defense,black,32,monstruodelnorte,1500,nuntiatusknight,1311
uJtX85el,Classical,resign,5,Slav Defense #2,black,124,rescinded,1676,journey_to_nm,2003
nupRA4Bz,Classical,resign,7,Scotch Game: Scotch Gambit,white,17,journey_to_nm,2001,nadgob,1571
kVFEIFAQ,Blitz,outoftime,4,King's Pawn Game: Maroczy Defense,black,70,synt3grate,924,asiantim09,1097
DvBbvHEo,Rapid,resign,5,Scotch Game,white,9,viamilitaris,918,synt3grate,996
UWHmD4TN,Rapid,resign,4,Bishop's Opening: Boi Variation,white,15,matheussouza50,1146,synt3grate,1048
8k3DOYsm,Rapid,outoftime,4,King's Pawn Game: McConnell Defense,black,80,synt3grate,1077,mrkam977,1359
kdfXa3Fs,Classical,mate,8,Four Knights Game: Italian Variation,white,39,devas5k,1196,synt3grate,1162
y5ELbImG,Rapid,mate,2,Scandinavian Defense,black,66,synt3grate,1362,eugeniobarros,1157
t6mdHSNd,Blitz,outoftime,4,Slav Defense,black,46,synt3grate,1500,inacio,1584
KkX5kWcU,Rapid,outoftime,3,Benoni Defense: Benoni Gambit Accepted,draw,113,mobin1388,1847,alex_cos,1541
TY9To34i,Rapid,mate,7,Scotch Game,black,46,sl13f,1555,mobin1388,1844
